country,iso_alpha3,year,fdi_net_inflow,fdi_net/gdp,elec_access,gov_effect,gcf,trade,gdp_deflat,gdp/cap,school_enroll,labour
Nepal,NPL,2016,105996375.590658,0.432212944008614,90.7,-0.893620848655701,560903843021.581,42.115486124737,7.15033478751282,877.256454696737,11.0932748536215,7565879.0
Nepal,NPL,2017,196265098.563574,0.677439884182991,86.6,-0.941260457038879,870362581142.034,44.6424106224996,8.26141254915089,1034.28374906846,11.4357824790838,7596203.0
Nepal,NPL,2018,68261793.9439986,0.206157201926214,93.9,-0.954740226268768,976405956553.838,48.4473869461067,4.3558584680418,1179.19843190389,12.613695863565,7630668.0
Nepal,NPL,2019,185563265.634425,0.542801979747667,89.9,-1.09231221675873,1085030486427.05,49.2495265874454,4.69115593292496,1203.14294706401,13.8072821953912,7802999.0
Nepal,NPL,2020,126626337.460302,0.378739091402959,89.9,-0.985120117664337,795614267566.516,40.9188741243442,3.21740233241114,1154.21517578318,14.2002391888535,7977675.0
Nepal,NPL,2021,196326024.034829,0.531690906776232,89.9,-0.929678738117218,1041194132076.64,43.0538047919129,6.76271216331268,1252.75076731986,15.243139284484,8226953.0
Nepal,NPL,2022,66059660.947571,0.160405404733603,91.3,-0.918098270893097,1163038706819.41,48.9734014799428,8.24119195502549,1385.91066274851,14.8435874359729,8325856.0
Nepal,NPL,2023,74821496.0370769,0.182279066044198,94.0,-0.807803750038147,955821991695.853,41.5701502933145,5.74902859335131,1382.33055769304,19.0357612047581,8335831.0
Pakistan,PAK,2000,308000000.0,0.309595026317044,72.8,-0.492341905832291,2750111689200.0,21.4599638884654,68.0104449967103,642.338346499898,2.37435007095337,44283074.0
Pakistan,PAK,2001,378000000.0,0.38910658649849,73.9,-0.5209116190671925,2881020002800.0,23.5772074298467,6.01279243381738,609.939506905073,2.37435007095337,45850789.0
Pakistan,PAK,2002,826000000.0,0.843517300073237,74.9,-0.549481332302094,2820304770200.0,23.1290159545291,3.92137857065688,599.937345723927,2.37435007095337,47266464.0
Pakistan,PAK,2003,534000000.0,0.475207711805665,76.0,-0.586459815502167,3071074777300.0,24.6501585248398,3.55265807996106,672.44178669894,2.37435007095337,48816449.0
Pakistan,PAK,2004,1118000000.0,0.845585701616171,77.0,-0.543261051177979,3361721632100.0,24.8083348519064,7.25134298416322,771.902247348954,2.97886991500854,50561804.0
Pakistan,PAK,2005,2201000000.0,1.51575083116461,78.1,-0.457726120948792,3671931317700.0,29.8784940550747,5.55608176808067,827.619861189926,4.32808017730713,51855384.0
Pakistan,PAK,2006,4273000000.0,2.63975006245443,79.1,-0.383815377950668,4327123747200.0,33.0497193672284,5.99763817670407,900.873564984808,4.39564990997315,53143744.0
Pakistan,PAK,2007,5590000000.0,3.03571933817685,80.2,-0.489426851272583,4477887257100.0,30.7878814312746,10.3313245916728,998.090114197524,4.95792007446289,55026645.0
Pakistan,PAK,2008,5438000000.0,2.68936656124595,81.4,-0.73821085691452,4637363271400.0,34.3489608135242,10.9204672720775,1067.04324565284,4.87824010848999,56978123.0
Pakistan,PAK,2009,2338000000.0,1.24801305527951,82.5,-0.812300384044647,4477333285200.0,33.3268872863988,12.3746262931271,963.788066395225,5.97273015975952,59305908.0
Pakistan,PAK,2010,2022000000.0,1.02791108080423,87.1,-0.775662660598755,4172534805800.0,31.9890020462315,10.5886442624245,987.304571124485,7.03303843576596,61633684.0
Pakistan,PAK,2011,1326000000.0,0.575055145839944,87.8,-0.833723247051239,3862429236200.0,32.3626382751438,16.4109562675144,1131.73513834324,7.31739557390399,62965404.0
Pakistan,PAK,2012,859000000.0,0.343453048660945,88.6,-0.783729493618011,4001746428300.0,31.3189732760076,9.91831543776397,1204.36475491585,8.33303617018241,64736311.0
Pakistan,PAK,2013,1333000000.0,0.515353849332245,89.3,-0.798744976520538,4108512441600.0,30.8902743401844,7.38310696738498,1225.4340119198,8.71835995772812,66307781.0
Pakistan,PAK,2014,1887000000.0,0.695308116834202,90.1,-0.762600779533386,4249720692000.0,29.4698256903998,7.20976543926079,1266.61340849959,8.74569228544475,66802824.0
Pakistan,PAK,2015,1673000000.0,0.557734356032139,91.0,-0.709552943706512,4782668823200.0,26.6881860172247,4.44198033438504,1380.47020838317,8.43556648904153,69229075.0
Pakistan,PAK,2016,2576000000.0,0.821349998064174,91.8,-0.700057625770569,5214980653600.0,24.7015780480573,0.922163326262009,1424.69161195897,8.31973903550878,69799389.0
Pakistan,PAK,2017,2496000000.0,0.735837049658425,92.7,-0.634695649147034,5601581717500.0,25.472035002344,4.02974599325579,1519.23459514248,8.62228080260493,70494278.0
Pakistan,PAK,2018,1737000000.0,0.487745750658143,93.4,-0.666645467281342,6153970501500.0,27.6260570796337,3.84178663274797,1569.33814626355,8.20683057963381,71401725.0
Pakistan,PAK,2019,2234000000.0,0.696146480411465,93.9,-0.718214333057404,5557257118000.0,28.9055769867032,9.03633484170507,1390.41690981745,11.103638528678,73727954.0
Pakistan,PAK,2020,2057000000.0,0.684695289874347,94.5,-0.571128666400909,5220581106100.0,26.7162807328814,9.9444982105729,1278.39735206896,11.7245978752314,75332749.0
Pakistan,PAK,2021,2147000000.0,0.616039439073827,94.9,-0.438822388648987,5429827851590.17,27.0304204125548,10.2673420806694,1455.31922370186,12.3810012807012,78814704.0
Pakistan,PAK,2022,1462000000.0,0.389980753542853,95.0,-0.624728679656982,5679485622913.16,33.031353478032,13.9370112392938,1538.3228133171,10.5057175294292,80064041.0
Pakistan,PAK,2023,2048000000.0,0.608281270820624,95.6,-0.577790379524231,4877070483314.44,28.4676925469837,26.0156920088641,1360.32417758419,10.4770304814137,81613188.0
Philippines,PHL,2000,1487000000.0,1.77722452613512,74.7,-0.204128161072731,1133523874300.0,85.1533684600039,5.81693354424897,1050.79273107952,28.6476802825928,29661770.0
Philippines,PHL,2001,760000000.0,0.96298544393499,75.7,-0.19155161082744598,1365843762000.0,84.9003886237531,5.61886228085811,969.530611744453,28.6476802825928,30515119.0
Philippines,PHL,2002,1769000000.0,2.09827504516588,76.7,-0.178975060582161,1457469767100.0,83.8448040937789,4.23109181372058,1014.90879320106,28.3481502532959,31307312.0
Philippines,PHL,2003,492000000.0,0.565263243432102,76.6,-0.147018894553185,1451518822700.0,87.5746443636636,3.19213132949372,1027.2301192843,27.230110168457,32101597.0
Philippines,PHL,2004,592000000.0,0.623144777963454,87.6,-0.221789807081223,1540626001800.0,87.1252848232048,5.89075853406953,1099.63013023758,26.5457592010498,33146452.0
Philippines,PHL,2005,1664000000.0,1.54906009249231,79.8,-0.0164202656596899,1473798260200.0,83.8456745708051,5.91089344785409,1220.46018559867,25.823429107666,34017208.0
Philippines,PHL,2006,2707414996.79964,2.12091886479217,80.2,-0.134328275918961,1321763162400.0,80.8505386728775,5.11158666295037,1426.14649179546,26.2468109130859,34684599.0
Philippines,PHL,2007,2918724840.50407,1.87121245887706,82.0,0.106631629168987,1431930246900.0,73.6449799920629,3.16428975494875,1712.65543282793,26.687900543212848,35381465.0
Philippines,PHL,2008,1340027563.20325,0.737800589215242,83.3,0.0476356446743011,1815253894200.0,67.6810707730401,7.17921618315836,1959.29233534978,27.1289901733398,36070857.0
Philippines,PHL,2009,2064620677.76657,1.17324821246427,84.3,0.0282764304429293,1706366845200.0,60.8865907869758,2.73825856642382,1864.45043406471,26.6055793762207,37120751.0
Philippines,PHL,2010,1070386939.91896,0.513698049517659,85.5,0.0709009245038033,2226120831900.0,66.1042785137797,4.37088436444888,2162.91375885614,27.7549235195177,38110500.0
Philippines,PHL,2011,2007150725.40003,0.856963002985963,87.2,0.189581170678139,2169604419400.0,60.7958366999075,3.91880577530506,2383.91892522087,29.0709151463153,39596984.0
Philippines,PHL,2012,3215415155.43566,1.22763000703119,87.1,0.205686181783676,2287334967800.0,57.8420055133082,1.99417609680252,2614.61644401308,29.6298942276846,40289936.0
Philippines,PHL,2013,3737371739.84519,1.31642638378197,87.5,0.205928966403008,2709182905300.0,55.8247812320298,2.0610633590687,2781.27957677397,31.8704183328366,41114722.0
Philippines,PHL,2014,5739574024.13183,1.92937522802216,89.8,0.31771445274353,2933448470700.0,57.4681720875945,3.05305530085906,2866.83803761407,33.8741923214799,42543143.0
Philippines,PHL,2015,5639155961.87389,1.84018010717942,89.1,0.160157755017281,3326756400100.0,59.1415921053094,-0.719682789735927,2909.85818010301,35.8745887819664,42976583.0
Philippines,PHL,2016,8279548274.88501,2.59850803494211,92.0,0.0184973310679197,4018374754900.0,61.7760657653871,1.28031174373962,2985.19564024046,38.3447414525513,44089437.0
Philippines,PHL,2017,10256442398.8834,3.12238778404896,93.0,-0.0349111147224903,4456327663100.0,68.1683697426727,2.32025994608939,3038.12124959289,33.6841018682349,43266495.0
Philippines,PHL,2018,9948598823.96867,2.86833826070497,94.2,0.062349122017622,4959105466100.0,72.1633982990273,3.74065383022071,3168.51036609727,28.1166228592308,44041398.0
Philippines,PHL,2019,8671365873.65689,2.30117498598294,95.3,0.059953011572361,5132349167000.0,68.8418422595678,0.697076297419486,3400.78949767074,30.0548680110365,45267971.0
Philippines,PHL,2020,6822133290.81919,1.88586363211171,96.4,0.0678123831748962,3375832641000.0,58.1695603022281,1.65049018681367,3227.57910235199,31.6317598507085,42533348.0
Philippines,PHL,2021,11983363327.4771,3.04078855310045,97.5,0.0347901321947575,4051797697600.0,63.4846098136712,2.28247846258142,3484.38593882819,33.6166173848126,44699749.0
Philippines,PHL,2022,9492234668.1091,2.3475097233369,94.8,0.063930444419384,4606648231200.0,72.4296836107599,5.48864820202009,3548.06930572116,38.4011392706768,49481401.0
Philippines,PHL,2023,8925128471.59541,2.0421035482067,98.0,0.154091909527779,4896652323900.0,67.4199693173966,4.60143307078241,3804.08274131097,44.2394203278519,50378922.0
Saudi Arabia,SAU,2000,-1881066666.66666,-0.9925690992161,100.0,-0.229407846927643,219159000000.0,68.1664488005167,11.9091729389784,11714.5623675159,28.3759498596191,4891476.0
Saudi Arabia,SAU,2001,19640000.0,0.0106659367777141,100.0,-0.2836263179779055,212574000000.0,63.5605836794513,-3.17108517276721,10805.311325122,27.2377300262451,5136870.0
Saudi Arabia,SAU,2002,-614133333.333333,-0.323899963714203,100.0,-0.337844789028168,255047000000.0,64.5927974099254,3.68340962494604,10586.0543471363,25.1049709320068,5431092.0
Saudi Arabia,SAU,2003,-586506666.666666,-0.271772775519938,100.0,-0.366576313972473,263025000000.0,69.831170708742,4.64323555039678,11487.220410693,26.6230297088623,5785353.0
Saudi Arabia,SAU,2004,-334320000.0,-0.129209725410009,100.0,-0.386468946933746,325306000000.0,75.0828366569341,10.3688079757525,13154.4978989446,26.2631301879883,6176510.0
Saudi Arabia,SAU,2005,4385456396.44642,1.33515850333851,100.0,-0.391905188560486,392257000000.0,81.9540759410158,19.7288448310483,15975.7473782258,25.1983699798584,6604532.0
Saudi Arabia,SAU,2006,5975887388.89812,1.58553602335569,100.0,-0.198544204235077,521918000000.0,89.9446046768984,11.0053340909618,17563.6145370639,24.5137691497803,7069191.0
Saudi Arabia,SAU,2007,6175321114.57165,1.48457884530209,100.0,-0.136533141136169,644371000000.0,94.8633170967657,8.04654705838685,18596.1502627898,24.3000392913818,7548942.0
